dt,MACF rmb
2018/3/22,447.0
2018/3/23,427.0
2018/3/26,422.0
2018/3/27,427.0
2018/3/28,424.0
2018/3/29,424.0
2018/3/30,427.0
2018/4/2,432.0
2018/4/3,427.0
2018/4/4,422.0
2018/4/9,422.0
2018/4/10,425.0
2018/4/11,425.0
2018/4/12,421.0
2018/4/13,426.0
2018/4/16,418.0
2018/4/17,418.0
2018/4/18,421.0
2018/4/19,443.0
2018/4/20,436.0
2018/4/23,450.0
2018/4/24,445.0
2018/4/25,445.0
2018/4/26,440.0
2018/4/27,435.0
2018/5/2,448.0
2018/5/3,448.0
2018/5/4,445.0
2018/5/7,445.0
2018/5/8,448.0
2018/5/9,445.0
2018/5/10,442.0
2018/5/11,449.0
2018/5/14,452.0
2018/5/15,450.0
2018/5/16,450.0
2018/5/17,447.0
2018/5/18,445.0
2018/5/21,440.0
2018/5/22,434.0
2018/5/23,432.0
2018/5/24,434.0
2018/5/25,434.0
2018/5/28,431.0
2018/5/29,436.0
2018/5/30,431.0
2018/5/31,433.0
2018/6/1,433.0
2018/6/4,431.0
2018/6/5,436.0
2018/6/6,439.0
2018/6/7,439.0
2018/6/8,434.0
2018/6/11,438.0
2018/6/12,438.0
2018/6/13,438.0
2018/6/14,441.0
2018/6/15,441.0
2018/6/19,428.0
2018/6/20,428.0
2018/6/21,428.0
2018/6/22,431.0
2018/6/25,437.0
2018/6/26,434.0
2018/6/27,434.0
2018/6/28,438.0
2018/6/29,441.0
2018/7/2,436.0
2018/7/3,441.0
2018/7/4,441.0
2018/7/5,439.0
2018/7/6,441.0
2018/7/9,441.0
2018/7/10,441.0
2018/7/11,443.0
2018/7/12,445.0
2018/7/13,445.0
2018/7/16,447.0
2018/7/17,447.0
2018/7/18,447.0
2018/7/19,447.0
2018/7/20,447.0
2018/7/23,449.0
2018/7/24,452.0
2018/7/25,454.0
2018/7/26,454.0
2018/7/27,463.0
2018/7/30,463.0
2018/7/31,463.0
2018/8/1,459.0
2018/8/2,459.0
2018/8/3,465.0
2018/8/6,475.0
2018/8/7,480.0
2018/8/8,478.0
2018/8/9,484.0
2018/8/10,481.0
2018/8/13,489.0
2018/8/14,482.0
2018/8/15,478.0
2018/8/16,474.0
2018/8/17,481.0
2018/8/20,483.0
2018/8/21,471.0
2018/8/22,469.0
2018/8/23,469.0
2018/8/24,472.0
2018/8/27,462.0
2018/8/28,464.0
2018/8/29,464.0
2018/8/30,467.0
2018/8/31,467.0
2018/9/3,467.0
2018/9/4,467.0
2018/9/5,468.0
2018/9/6,476.0
2018/9/7,476.0
2018/9/10,477.0
2018/9/11,472.0
2018/9/12,469.0
2018/9/13,469.0
2018/9/14,481.0
2018/9/17,481.0
2018/9/18,484.0
2018/9/19,486.0
2018/9/20,486.0
2018/9/21,488.0
2018/9/25,484.0
2018/9/26,491.0
2018/9/27,491.0
2018/9/28,494.0
2018/10/8,498.0
2018/10/9,505.0
2018/10/10,508.0
2018/10/11,510.0
2018/10/12,514.0
2018/10/15,514.0
2018/10/16,514.0
2018/10/17,524.0
2018/10/18,524.0
2018/10/19,524.0
2018/10/22,530.0
2018/10/23,530.0
2018/10/24,542.0
2018/10/25,547.0
2018/10/26,552.0
2018/10/29,560.0
2018/10/30,560.0
2018/10/31,557.0
2018/11/1,550.0
2018/11/2,543.0
2018/11/5,546.0
2018/11/6,546.0
2018/11/7,545.0
2018/11/8,547.0
2018/11/9,552.0
2018/11/12,549.0
2018/11/13,549.0
2018/11/14,547.0
2018/11/15,547.0
2018/11/16,550.0
2018/11/19,552.0
2018/11/20,544.0
2018/11/21,544.0
2018/11/22,540.0
2018/11/23,528.0
2018/11/26,495.0
2018/11/27,488.0
2018/11/28,488.0
2018/11/29,490.0
2018/11/30,490.0
2018/12/3,502.0
2018/12/4,505.0
2018/12/5,505.0
2018/12/6,503.0
2018/12/7,505.0
2018/12/10,503.0
2018/12/11,500.0
2018/12/12,500.0
2018/12/13,502.0
2018/12/14,506.0
2018/12/17,513.0
2018/12/18,510.0
2018/12/19,510.0
2018/12/20,510.0
2018/12/21,512.0
2018/12/24,509.0
2018/12/25,505.0
2018/12/26,507.0
2018/12/27,508.0
2018/12/28,506.0
2018/12/29,506.0
2019/1/2,508.0
2019/1/3,515.0
2019/1/4,520.0
2019/1/7,523.0
2019/1/8,530.0
2019/1/9,530.0
2019/1/10,530.0
2019/1/11,530.0
2019/1/14,530.0
2019/1/15,530.0
2019/1/16,530.0
2019/1/17,528.0
2019/1/18,538.0
2019/1/21,540.0
2019/1/22,536.0
2019/1/23,534.0
2019/1/24,528.0
2019/1/25,529.0
2019/1/28,546.0
2019/1/29,543.0
2019/1/30,575.0
2019/1/31,575.0
2019/2/1,598.0
2019/2/2,598.0
2019/2/3,598.0
2019/2/11,632.0
2019/2/12,622.0
2019/2/13,607.0
2019/2/14,609.0
2019/2/15,607.0
2019/2/18,609.0
2019/2/19,614.0
2019/2/20,607.0
2019/2/21,605.0
2019/2/22,600.0
2019/2/25,592.0
2019/2/26,586.0
2019/2/27,586.0
2019/2/28,596.0
2019/3/1,610.0
2019/3/4,608.0
2019/3/5,606.0
2019/3/6,601.0
2019/3/7,611.0
2019/3/8,604.0
2019/3/11,593.0
2019/3/12,601.0
2019/3/13,596.0
2019/3/14,613.0
2019/3/15,613.0
2019/3/18,618.0
2019/3/19,618.0
2019/3/20,600.0
2019/3/21,603.0
2019/3/22,603.0
2019/3/25,601.0
2019/3/26,598.0
2019/3/27,601.0
2019/3/28,597.0
2019/3/29,609.0
2019/4/1,612.0
2019/4/2,619.0
2019/4/3,636.0
2019/4/4,632.0
2019/4/8,652.0
2019/4/9,648.0
2019/4/10,647.0
2019/4/11,651.0
2019/4/12,654.0
2019/4/15,654.0
2019/4/16,649.0
2019/4/17,642.0
2019/4/18,637.0
2019/4/19,642.0
2019/4/22,650.0
2019/4/23,649.0
2019/4/24,648.0
2019/4/25,647.0
2019/4/26,647.0
2019/4/29,653.0
2019/4/30,657.0
2019/5/6,655.0
2019/5/7,668.0
2019/5/8,662.0
2019/5/9,660.0
2019/5/10,667.0
2019/5/13,667.0
2019/5/14,663.0
2019/5/15,666.0
2019/5/16,683.0
2019/5/17,702.0
2019/5/20,704.0
2019/5/21,709.0
2019/5/22,722.0
2019/5/23,726.0
2019/5/24,732.0
2019/5/27,765.0
2019/5/28,761.0
2019/5/29,758.0
2019/5/30,758.0
2019/5/31,755.0
2019/6/3,739.0
2019/6/4,750.0
2019/6/5,747.0
2019/6/6,740.0
2019/6/10,748.0
2019/6/11,772.0
2019/6/12,775.0
2019/6/13,794.0
2019/6/14,806.0
2019/6/17,796.0
2019/6/18,807.0
2019/6/19,829.0
2019/6/20,848.0
2019/6/21,842.0
2019/6/24,838.0
2019/6/25,831.0
2019/6/26,833.0
2019/6/27,843.0
2019/6/28,845.0
2019/7/1,872.0
2019/7/2,892.0
2019/7/3,890.0
2019/7/4,874.0
2019/7/5,844.0
2019/7/8,868.0
2019/7/9,883.0
2019/7/10,876.0
2019/7/11,869.0
2019/7/12,868.0
2019/7/15,879.0
2019/7/16,889.0
2019/7/17,881.0
2019/7/18,876.0
2019/7/19,886.0
2019/7/22,871.0
2019/7/23,867.0
2019/7/24,842.0
2019/7/25,852.0
2019/7/26,862.0
2019/7/29,860.0
2019/7/30,873.0
2019/7/31,868.0
2019/8/1,856.0
2019/8/2,837.0
2019/8/5,794.0
2019/8/6,771.0
2019/8/7,751.0
2019/8/8,749.0
2019/8/9,716.0
2019/8/12,698.0
2019/8/13,696.0
2019/8/14,706.0
2019/8/15,706.0
2019/8/16,711.0
2019/8/19,708.0
2019/8/20,708.0
2019/8/21,686.0
2019/8/22,683.0
2019/8/23,689.0
2019/8/26,679.0
2019/8/27,675.0
2019/8/28,665.0
2019/8/29,660.0
2019/8/30,662.0
2019/9/2,682.0
2019/9/3,684.0
2019/9/4,695.0
2019/9/5,698.0
2019/9/6,687.0
2019/9/9,702.0
2019/9/10,702.0
2019/9/11,702.0
2019/9/12,718.0
2019/9/16,718.0
2019/9/17,713.0
2019/9/18,713.0
2019/9/19,713.0
2019/9/20,713.0
2019/9/23,720.0
2019/9/24,717.0
2019/9/25,708.0
2019/9/26,708.0
2019/9/27,710.0
2019/9/30,718.0
2019/10/8,730.0
2019/10/9,712.0
2019/10/10,717.0
2019/10/11,709.0
2019/10/14,702.0
2019/10/15,699.0
2019/10/16,674.0
2019/10/17,656.0
2019/10/18,655.0
2019/10/21,652.0
2019/10/22,652.0
2019/10/23,660.0
2019/10/24,668.0
2019/10/25,668.0
2019/10/28,656.0
2019/10/29,653.0
2019/10/30,653.0
2019/10/31,653.0
2019/11/1,653.0
2019/11/4,653.0
2019/11/5,616.0
2019/11/6,616.0
2019/11/7,611.0
2019/11/8,603.0
2019/11/11,588.0
2019/11/12,590.0
2019/11/13,593.0
2019/11/14,598.0
2019/11/15,611.0
2019/11/18,611.0
2019/11/19,614.0
2019/11/20,617.0
2019/11/21,613.0
2019/11/22,621.0
2019/11/25,634.0
2019/11/26,628.0
2019/11/27,621.0
2019/11/28,623.0
2019/11/29,621.0
